ພະ ເຍຊູ ອາດ ຈະ ຍັງ ຢູ່ ເຮືອນ ຂອງ ຊັກຄາຍ ບ່ອນ ເຊິ່ງ ພະອົງ ພັກ ເຊົາ ລະຫວ່າງ ທາງ ໄປ ເມືອງ ເຢຣຶຊາເລມ	耶稣也许仍在撒该家里 当时他正打算前往耶路撒冷途中在后者家里稍作停留
ຄໍາ ສັ່ງ ຂໍ້ ທໍາອິດ ພະອົງ ບອກ ເຂົາ ເຈົ້າ ໃຫ້ ເບິ່ງ ແຍງ ແລະ ຂະຫຍາຍ ແຜ່ນດິນ ໂລກ ເຊິ່ງ ເປັນ ບ້ານ ຂອງ ເຂົາ ເຈົ້າ ໃນ ທີ່ ສຸດ ແຜ່ນດິນ ໂລກ ຈະ ເຕັມ ໄປ ດ້ວຍ ລູກ ຫຼານ ຂອງ ເຂົາ ເຈົ້າ	第一上帝吩咐他们要耕种和照料地球这个家园并要繁衍后代遍满大地
ຖ້າ ຫາກ ເຮົາ ດໍາລົງ ຊີວິດ ຕໍ່ ໄປ ຕາມ ທີ່ ເຮົາ ກໍາລັງ ດໍາເນີນ ຊີວິດ ຢູ່ ພອນ ທີ່ ສັນຍາ ຈະ ເກີດ ເປັນ ຈິງ ຫລື ບໍ່	如果我们继续这样生活下去应许的祝福会实现吗
ຂ້ອຍ ຈະ ສືບ ຕໍ່ ສອນ ລູກ ແນວ ໃດ ໃນ ເລື່ອງ ຄຸນຄ່າ ຂອງ ສິ່ງ ຝ່າຍ ວິນຍານ ເມື່ອ ເຂົາ ເຈົ້າ ກ້າວ ເຂົ້າ ສູ່ ໄວ ຫນຸ່ມ ສາວ	孩子进入青春期后我该怎样继续帮助他巩固属灵的价值观
ພະ ເຍຊູ ພິສູດ ວ່າ ພະອົງ ມີ ຄວາມ ຮັກ ຕໍ່ ເຮົາ ແບບ ດຽວ ກັບ ທີ່ ພໍ່ ຂອງ ພະອົງ ມີ	耶稣表明他跟天父一样深爱我们
ເມື່ອ ລາວ ເຫັນ ຜົນ ໄດ້ ຮັບ ຈາກ ການ ເຮັດ ເຊັ່ນ ນັ້ນ ລາວ ກໍ ຮູ້ ວ່າ ພະ ເຢໂຫວາ ກໍາລັງ ຊ່ວຍ ເຫຼືອ ພວກ ເຮົາ	女儿从事情的结果看出一定是耶和华帮助了我们
ພະ ເຍຊູ ອະທິດຖານ ເຖິງ ຜູ້ ເປັນ ພໍ່ ວ່າ ພະ ຄໍາ ຂອງ ພະເຈົ້າ ເປັນ ຄວາມ ຈິງ	他曾在祷告里对天父说你的话语就是真理
ທຸກໆ ສິ່ງ ທີ່ ພະເຈົ້າ ເຮັດ ສະແດງ ເຖິງ ຄວາມ ຮັກ ຂອງ ພະອົງ	上帝做的每一件事都表明他很爱我们
ພະທໍາ ຄໍາປາກົດ ຍັງ ພັນລະນາ ເຖິງ ພະ ເຍຊູ ໃນ ຖານະ ເປັນ ຜູ້ ນໍາ ກອງທັບ ທູດ ສະຫວັນ ທີ່ ສັດ ຊື່	另一方面启示录说耶稣统领忠心的天使大军
ເຖິງ ແນວ ນັ້ນ ສິ່ງ ທີ່ ພະອົງ ໄດ້ ສອນ ສາວົກ ແລະ ສິ່ງ ທີ່ ເຂົາ ເຈົ້າ ໄດ້ ຂຽນ ໃນ ພາຍ ຫຼັງ ໂດຍ ການ ດົນບັນດານ ຖານະ ເປັນ ພະ ຄໍາພີ ຄລິດສະຕຽນ ພາກ ພາສາ ກຣີກ ນັ້ນ ກໍ ເປັນ ຄວາມ ຈິງ ເຊັ່ນ ກັນ	但他对门徒所提出的教训及门徒后来在上帝感示之下写成的基督教希腊文圣经同样是真理
ເຮັນຣີ ກຣິວ ຈອດ ສະ ເ ຕັດ ສັນ ແລະ ຈອດ ສະ ຕໍ ຣ ໄດ້ ພິຈາລະນາ ແລະ ເປີດໂປງ ຄໍາ ສອນ ຕົວະ ຂອງ ຄລິດ ສາສະຫນາ ຈັກ ເລື່ອງ ວິນຍານ ອະມະຕະ ຂອງ ມະນຸດ	亨利格鲁乔治斯特森和乔治斯托尔斯仔细查考圣经勇敢地揭穿灵魂不灭的教义是个谎言
ແລະ ໃນປະເທດ ກຣີກ ຂ້າພະເຈົ້າໄດ້ເວົ້າລົມກັບຄອບຄົວທີ່ຍັງປຽກນ້ໍາຢູ່ ສັ່ນສາຍ ແລະ ຢ້ານກົວຈາກການຂ້າມນ້ໍາມາ ດ້ວຍເຮືອຢາງ ຈາກປະເທດ ເຕີກີ	我在希腊时曾和一个全身湿透不停发抖且饱受惊吓的家庭谈话他们从土耳其划着小橡皮船跨海而来
ເມືອງ ຕ່າງໆ ໃນ ເຂດ ເດກາໂປລີ ເປັນ ສູນ ກາງ ວັດທະນະທໍາ ແຫ່ງ ຫນຶ່ງ ຂອງ ຊາວ ກຣີກ ເຊິ່ງ ຄົງ ຈະ ມີ ຊາວ ຢິວ ຫຼາຍ ຄົນ ຕັ້ງ ບ້ານ ເຮືອນ ຢູ່ ໃນ ເມືອງ ເຫຼົ່າ ນັ້ນ ນໍາ	虽然无疑有许多犹太人居住在低加波利当地的各城却是希腊文化的中心
ຫຼັງ ຈາກ ການ ພິຈາລະນາ ເລື່ອງ ທີ່ ບັນທຶກ ໃນ ພະທໍາ ກິດຕິຄຸນ ຢ່າງ ຖີ່ ຖ້ວນ ແລະ ບໍ່ ມີ ອະຄະຕິ ແລ້ວ ພວກ ເຮົາ ຄິດ ວ່າ ຜູ້ ອ່ານ ຄົງ ຈະ ເຫັນ ດ້ວຍ ວ່າ ການ ສະລະ ຊີບ ເພື່ອ ມະນຸດ ຊາດ ຂອງ ພະ ເຍຊູ ຊາວ ນາຊາເລດ ແມ່ນ ເຫດການ ທີ່ ຍິ່ງ ໃຫຍ່ ທີ່ ສຸດ ໃນ ປະຫວັດສາດ ຂອງ ມະນຸດ ເຊິ່ງ ໄດ້ ເກີດ ຂຶ້ນ ໃນ ສະໄຫມ ການ ປົກຄອງ ຂອງ ເຈົ້າ ຈັກກະພັດ ໂລມ ຊີຊາ ເອົາກຸສຕຸສ	对四福音作过一项仔细客观的查考之后我们相信你会同意在罗马皇帝凯撒奥古斯都统治期间拿撒勒人耶稣降世为我们牺牲生命乃是人类有史以来最重大的事件
ຂ້າພະເຈົ້າມີຄວາມກະຕັນຍູສໍາລັບທຸກຄົນ ເຊັ່ນ ຊິດສະເຕີ ກຣີດເຈ ໂຣລີ ຜູ້ໄດ້ແຕ່ງເພງສວດທີ່ປະທັບໃຈເຫລົ່ານັ້ນ ຊຶ່ງຊ່ວຍເຮົາໃຫ້ຮຽນຮູ້ຄໍາສອນຂອງພຣະກິດຕິຄຸນຂອງພຣະເຢຊູຄຣິດ ຊຶ່ງຮ່ວມດ້ວຍຄວາມຖ່ອມຕົວ	我感谢像葛瑞耶罗立姊妹一样写下启发人心的歌词与音乐的作词作曲者帮助我们学习耶稣基督福音的教义当中也包含了谦卑
ຫນັງສື ເດິ ຮີສຕໍຮຽນສ ຮີສຕໍຣີ ອອຟ ເດິ ເວິລດ ປະຫວັດສາດ ຂອງ ໂລກ ສໍາລັບ ນັກ ປະຫວັດສາດ ໃຫ້ ຂໍ້ ສັງເກດ ວ່າ ແມ່ນ ແຕ່ ຈາກ ທັດສະນະ ຂອງ ຄົນ ທົ່ວ ໄປ ການ ກະທໍາ ຂອງ ພະ ເຍຊູ ມີ ຜົນ ສໍາຄັນ ຕໍ່ ປະຫວັດສາດ ຍິ່ງ ກວ່າ ການ ກະທໍາ ຂອງ ບຸກຄົນ ໃດໆ	一本称为历史家的世界历史的参考书评论说即使从纯粹世俗的观点去看耶稣的活动对历史所产生的影响是史籍上其他任何人的伟举均无法望其项背的
ເພື່ອ ທຸກ ຄົນ ຈະ ອ່ານ ປ້າຍ ນັ້ນ ໄດ້ ພີລາດ ຈຶ່ງ ໃຫ້ ຂຽນ ເປັນ ສາມ ພາສາ ແມ່ນ ພາສາ ເຫບເລີ ພາສາ ລາຕິນ ເຊິ່ງ ເປັນ ພາສາ ທາງ ການ ແລະ ພາສາ ກຣີກ ເຊິ່ງ ໃຊ້ ກັນ ທົ່ວ ໄປ	彼拉多用三种文字——希伯来文官方的拉丁文及通用的希腊文——写出牌子上的字句让所有人都可以读到
ເບິ່ງ ຄື ວ່າ ພະ ເຍຊູ ຍັງ ຢູ່ ທີ່ ພະ ວິຫານ ບ່ອນ ທີ່ ຊາວ ກຣີກ ຈະ ພົບ ເຫັນ ພະອົງ ໄດ້	这时耶稣看来仍在圣殿里希腊人能够在那里看见他
ຕາມ ຈິງ ແລ້ວ ຊາວ ຄຣິດ ໄດ້ ເອົາ ປະ ເພນີ ຂອງ ຊາວ ກຣີກມາ ໃຊ້ ເພື່ອ ຄວາມ ເຊື່ອ ຂອງ ຜູ້ ຄົນ ຈະ ໄດ້ ເຂົ້າກັບ ວັດທະນະທໍາ ໃນ ເວລາ ນັ້ນ	实际上当时的基督教信仰吸收了希腊哲学的一些传统好使人们的信仰能融入当时的文化
 ຍ້ອນ ເຫດ ໃດ ພະ ເຍຊູ ຈຶ່ງ ບໍ່ ປິ່ນປົວ ລູກ ຂອງ ຍິງ ຊາວ ກຣີກ ທັນທີ	 为什么耶稣没有即时医好希腊妇人的孩子
ໃນ ວັນ ຂ້າງ ຫນ້າ ຫມົດ ທຸກ ຄົນ ທີ່ ອາໄສ ຢູ່ ເທິງ ແຜ່ນດິນ ໂລກ ນີ້ ຈະ ເປັນ ພີ່ ນ້ອງ ກັນ ແລະ ຈະ ມີ ຄວາມ ເປັນ ນໍ້າ ຫນຶ່ງ ໃຈ ດຽວ ກັນ ໃນ ການ ນະມັດສະການ ພະເຈົ້າ ທ່ຽງ ແທ້ ແຕ່ ອົງ ດຽວ ເຊິ່ງ ພະອົງ ຈະ ເປັນ ພະ ບິດາ ຂອງ ເຮົາ ທຸກ ຄົນ	终有一天地上所有人都是弟兄姊妹大家同心同德崇拜众生之父耶和华上帝
ບັດ ນີ້ ເຮົາ ຮູ້ ແລ້ວ ວ່າ ເຈົ້າ ມີ ຄວາມ ເຊື່ອ ໃນ ເຮົາ ເພາະ ວ່າ ເຈົ້າ ບໍ່ ໄດ້ ຫວງ ລູກ ຊາຍ ຂອງ ເຈົ້າ ລູກ ຊາຍ ຄົນ ດຽວ ຂອງ ເຈົ້າ ໄວ້ ຈາກ ເຮົາ	现在我知道你对我有信心了因为你没有将你的儿子就是你的独生子留下来不给我
ການ ເຊື່ອ ຟັງ ພະບັນຍັດ ເຫລົ່າ ນັ້ນ ເຮັດ ໃຫ້ ເຮົາ ມີ ຄວາມ ຍິນດີ ແລະ ຄວາມ ອີ່ມ ໃຈ ແບບ ທີ່ ເຮົາ ຈະ ບໍ່ ມີ ວັນ ພົບ ໄດ້ ຈາກ ແຫລ່ງ ອື່ນ ໃນ ໂລກ ທີ່ ຫຍຸ້ງຍາກ ນີ້	只要服从这些诫命我们就能享有在这混乱世界中无法找到的喜乐和满足
ວິທີ ໃຊ້ ປຶ້ມ ເຊື່ອ ຟັງ ພະເຈົ້າ	怎样使用要听从上帝册子
ເພື່ອ ຕອບ ສະຫນອງ ຄວາມ ຍິນດີ ຂອງ ເຂົາ ເຈົ້າ ພະ ເຍຊູ ກ່າວ ຊໍ້າ ອຸປະມາ ເຊີງ ພະຍາກອນ ສອງ ເລື່ອງ ກ່ຽວ ກັບ ລາຊະອານາຈັກ ຂອງ ພະເຈົ້າ ເຊິ່ງ ພະອົງ ເຄີຍ ກ່າວ ຕອນ ທີ່ ຢູ່ ໃນ ເຮືອ ທີ່ ທະເລ ຄາລິເລ ປະມານ ຫນຶ່ງ ປີ ກ່ອນ ຫນ້າ ນັ້ນ ລຶກາ 13 121 ຜູ້ ເທສະຫນາ ປ່າວ ປະກາດ 9 11 ລ	这两个比喻均与上帝的王国有关 大约一年前他曾在加利利海边的船上向人讲过这些比喻
ອັບລາຫາມ ມີ ຄວາມ ເຊື່ອ ໃນ ພະເຈົ້າ ຢ່າງ ໃຫຍ່ ຫຼວງ	亚伯拉罕对上帝怀有多大的信心
ຄວາມ ພັກດີ ຂອງ ເຊີເກ ຖືກ ທົດສອບ ແນວ ໃດ	思凯在忠贞方面受到什么考验
ອົງ ທີ່ ເປັນສາດ ສະ ດາ ທີ່ ຍິ່ງ ໃຫຍ່ ທີ່ ສຸດ ອາ ຈານ ທີ່ ຍິ່ງ ໃຫຍ່ ທີ່ ສຸດ ພຣະ ບຸດ ຂອງ ພຣະເຈົ້າ ພຣະ ເມ ຊີ ອາ ໄດ້ ສົ່ງ ຄໍາ ເຊື້ອ ເຊີນນີ້ອອກ ໄປ ສູ່ ມະ ນຸດ ທັງ ປວງ	全人类都收到这项邀请而发出邀请的正是这位先知中的先知教师中的教师神之子及弥赛亚
ທ່ານ ແລະ ຂ້າພະເຈົ້າ ຕ້ອງ ປະ ເຊີນ ຫນ້າ ກັບ ຄໍາ ຖາມ ທີ່ ກົງ ໄປ ກົງ ມາ ເຖິງ ການ ຍອມຮັບ ຄວາມ ຈິງ ຂອງ ພາບທີ່ ມາ ໃຫ້ ເຫັນ ຄັ້ງ ທໍາອິດ ແລະ ສິ່ງ ທີ່ ໄດ້ ຕາມ ມາ ນັ້ນ	你我都必须回应这项明白直接的问题即是否会接受第一次异象及随之而来的事情之真实性
ແທນ ທີ່ ຈະ ບອກ ຫມູ່ ທີ່ ຮຽນ ຢູ່ ໃນ ຫ້ອງ ດຽວ ກັນ ວ່າ ສິ່ງ ໃດ ທີ່ ເຂົາ ເຈົ້າ ຄວນ ເຊື່ອ ຫຼື ບໍ່ ຄວນ ເຊື່ອ ໃຫ້ ເວົ້າ ຢ່າງ ຫມັ້ນ ໃຈ ໃນ ສິ່ງ ທີ່ ເຈົ້າ ເຊື່ອ ແລະ ສາເຫດ ທີ່ ເຈົ້າ ຮູ້ສຶກ ວ່າ ຂໍ້ ສະຫລຸບ ຂອງ ເຈົ້າ ມີ ເຫດຜົນ	与其告诉同学他们该信什么不该信什么不如怀着信念说说自己相信什么以及为什么你认为自己所相信的是合理的
ໂດຍ ການ ຊ່ວຍ ເຫຼືອ ຈາກ ຜູ້ ທີ່ ສອນ ຄໍາພີ ໄບເບິນ ໃຫ້ ທ່ານ ໃຫ້ ກຽມ ຄໍາ ຄິດ ເຫັນ ຂໍ້ ຫນຶ່ງ ເຊິ່ງ ທ່ານ ອາດ ຈະ ຕອບ ໃນ ການ ປະຊຸມ ຄັ້ງ ຕໍ່ ໄປ	不妨请圣经老师帮忙预备在聚会时回答一个问题
ຜູ້ ທີ່ ເຊື່ອ ໃນ ເຮົາ ແມ່ນໍ້າ ທັງ ຫຼາຍ ອັນ ມີ ຊີວິດ ຈະ ໄຫຼ ອອກ ມາ ຈາກ ທ້ອງ ຜູ້ ນັ້ນ ຕາມ ພະ ຄໍາພີ ໄດ້ ບອກໄວ້	信我的人就如经上所说从他腹中要流出活水的江河来
ຖ້າ ພະເຈົ້າ ປະທານ ເຄື່ອງ ນຸ່ງ ຫົ່ມ ຢ່າງ ນັ້ນ ໃຫ້ ຫຍ້າ ທີ່ ຢູ່ ກາງ ທົ່ງ ນາ ໃນ ວັນ ນີ້ ແລະ ທີ່ ເຂົາ ຈະ ຖິ້ມ ເສຍ ໃນ ເຕົາ ໄຟ ໃນ ວັນ ຫນ້າ ພະອົງ ຈະ ໃຫ້ ເຄື່ອງ ນຸ່ງ ຫົ່ມ ແກ່ ທ່ານ ທັງ ຫຼາຍ ຫຼາຍ ກວ່າ ນັ້ນ ອີກ ເທົ່າ ໃດ ໂອ້ ຄົນ ທັງ ຫຼາຍ ທີ່ ມີ ຄວາມ ເຊື່ອ ຫນ້ອຍ	他不是更要 赐你们衣裳吗 你们的信心太小了
ແຕ່ ນັ້ນ ບໍ່ ໄດ້ ເຮັດ ໃຫ້ ພະ ເຍຊູ ເຊົາ ເວົ້າ ເລື່ອງ ພະ ເຢໂຫວາ	但是耶稣继续教导人认识耶和华没有放弃
ເຖິງ ຢ່າງ ໃດ ກໍ ຕາມ ເຮົາ ໄດ້ ເຫັນ ເລັກ ນ້ອຍ ກ່ຽວ ກັບ ບຸກຄະ ລິກລັກສະນະ ຂອງ ຢາ ໂກ ໂບ ແລະ ໂຢຮັນ	就是这对兄弟曾经因为撒马利亚一个村庄不给予接待而提议要从天上降火烧灭他们
ໃນ ອີກ ຄໍາ ຫນຶ່ງ ເຮົາ ບໍ່ ສາມາດ ມີ ບຸກຄະ ລິກລັກ ສະນະ ຢ່າງຫນຶ່ງ ຂອງ ພຣະຄຣິດ ໄດ້ ປາດ ສະ ຈາກ ການ ມີ ແລະ ການ ເປັນ ອິດ ທິພົນ ຕໍ່ ບຸກຄະ ລິກລັກສະນະ ຢ່າງ ອື່ນໆ	换句话说我们获得某一项基督般的特质必定会产生影响连带获得其他的特质
ເຮົາທຸກຄົນ ເຄີຍໄດ້ຖືກທົດສອບທາງສັດທາ ເມື່ອພອນມາເຖິງຢ່າງຊ້າໆ ຖືກຈູ່ໂຈມໂດຍຜູ້ຄົນທີ່ພະຍາຍາມທໍາລາຍສັດທາຂອງເຮົາ ໄດ້ຖືກລໍ້ລວງໃຫ້ເຮັດບາບ ແລະ ຄວາມສົນໃຈທີ່ເຫັນແກ່ຕົວ ເຮັດໃຫ້ຄວາມພະຍາຍາມທີ່ຈະພັດທະນາຂອງເຮົາມີຫນ້ອຍລົງ ແລະ ເຮັດໃຫ້ຄວາມຮູ້ສຶກທີ່ເລິກຊຶ້ງທາງວິນຍານ ໃນໃຈຂອງເຮົາອ່ອນແອລົງ	我们每个人的信心都受过考验有时是宝贵的祝福迟迟没来有时是遭到想摧毁我们信心的人的残酷攻击有时是犯罪的诱惑有时是自私自利的想法让我们不想努力培植心中的那亩田为它松土使灵性的根再扎深一点
ເຮົາ ອາດ ບໍ່ ມີ ຊີວິດ ທີ່ ດີ ພ້ອມ ແລະ ກໍ ມີການ ລົງ ໂທດ ສໍາລັບ ຄວາມ ຜິດ ບາບ ຂອງ ເຮົາ ແຕ່ ກ່ອນ ເຮົາ ມາສູ່ ໂລກ ນີ້ ເຮົາ ໄດ້ ຕົກລົງ ທີ່ ຈະ ເຮັດ ຕາມ ກົດ ຂອງ ພຣະອົງ ແລະ ຮັບ ເອົາ ການ ລົງ ໂທດ ສໍາລັບ ການ ຝ່າຝືນ ກົດ ເຫລົ່ານັ້ນ	我们不可能过着完美无瑕的生活犯错时会招致惩罚但是在我们来到世上之前我们都同意服从他的律法也同意接受违反律法的惩罚
ການ ຊີ້ ນໍາ ທັງ ຫມົດ ມາ ຈາກ ຄະນະ ກໍາມະການ ປົກຄອງ ທີ່ ສໍານັກງານ ໃຫຍ່ ຢູ່ ບຣຸກລິນ ນິວ ຢອກ	全面的统筹由美国纽约布鲁克林总部的治理机构负责
ຫລັງຈາກທຸກສິ່ງ ທັງຫມົດນີ້ ເພິ່ນໄດ້ຫລຽວເບິ່ງ ພໍ່ຂອງຂ້າພະເຈົ້າ ແລະ ໄດ້ຖາມວ່າ ສະນັ້ນ ພວກເຮົາຍອມ ຮັບຂໍ້ຕົກລົງ ນໍາກັນບໍ	讲完之后他看着我的父亲问道「怎么样成交吗」
ເຮົາ ມາສູ່ ໂລກ ນີ້ ເພື່ອພັດທະນາ ບຸກຄະ ລິກລັກສະນະ ແຫ່ງ ສະຫວັນ ທີ່ຢູ່ ພາຍ ໃນ ຕົວ ເຮົາ	我们来到世上要培养和发掘我们内在神性本质的种子
ແລ້ວ ພະເຈົ້າ ກ່າວ ວ່າ ເຮົາ ໄດ້ ເຫັນ ຄວາມ ທຸກ ທໍລະມານ ຂອງ ຜູ້ ຄົນ ຂອງ ເຮົາ ໃນ ອີຢີບ	然后上帝说我的百姓在埃及的苦况我已看见了
ເມື່ອ ລູກ ຕາຍ ໂດຍ ສະເພາະ ຜູ້ ເປັນ ແມ່ ຈະ ໂສກ ເສົ້າ ເສຍໃຈ ຫຼາຍ	孩子死了做母亲的更是心如刀割
ຫຼື ລາວ ຈະ ປະ ແກະ 99 ໂຕ ໄວ້ ໃນ ບ່ອນ ທີ່ ປອດໄພ ແລະ ໄປ ຊອກ ຫາ ແກະ ພຽງ ໂຕ ດຽວ ນັ້ນ ບໍ	还是会先把九十九只羊带到安全的地方然后去找那只迷路的羊呢
ເຂົາ ເຈົ້າ ຟ້າວ ແຕ່ງ ດອງ ເພາະ ຄິດ ວ່າ ນັ້ນ ຈະ ແທດ ເຫມາະ ກັບ ຄວາມ ຈໍາເປັນ ຂອງ ຕົນ ເອງ ແຕ່ ກໍ ຄາດ ຫມາຍ ວ່າ ຈະ ຍຸດຕິ ສາຍ ສົມລົດ ໄດ້ ທັນທີ ເມື່ອ ເບິ່ງ ຄື ວ່າ ມີ ບັນຫາ	他们见结婚能满足自己的需要就马上结婚一旦婚姻出现问题就希望快快离婚
ບັນທຶກ ນັ້ນ ບອກ ພວກ ເຮົາ ວ່າ ພະ ເຍຊູ ໄດ້ ກ່າວ ແກ່ ເຂົາ ວ່າ ທ່ານ ທັງ ຫຼາຍ ຈົ່ງ ມາ ກິນ ງາຍ ເຖີ້ນ	圣经的记载告诉我们耶稣说你们来吃早饭
ລ້ານໆຄົນທີ່ໄດ້ເຂົ້າ ຮ່ວມສາດສະຫນາຈັກ ແລະ ຜູ້ທີ່ກໍາລັງປ່ຽນໃຈ ເຫລື້ອມໃສ ແລະ ຜູ້ທີ່ໄດ້ ຮັບ ບັບ ຕິ ສະ ມາ ໃນແຕ່ລະອາທິດ ແມ່ນໄດ້ມີປະຈັກ ພະຍານກ່ຽວກັບ ພາບທີ່ມາໃຫ້ ເຫັນຄັ້ງທໍາອິດ	千百万名已经加入教会以及现在每周归信受洗的人都获得了对第一次异象的见证
ຢ່າ ຄາດ ຫມາຍ ວ່າ ພໍ່ ແມ່ ຈະ ຍິນ ຍອມ ໃນ ທັນທີ ທັນໃດ	不要期望父母会马上让步毕竟他们会先看看你能不能履行诺言
ແທນ ທີ່ ຈະ ສະທ້ອນ ຄວາມ ມີ ເຫດຜົນ ຂອງ ພະ ເຢໂຫວາ ລາວ ຊໍ້າ ພັດ ສະແດງ ການ ຕອບ ສະຫນອງ ຄື ກັບ ຂະບວນ ລົດ ໄຟ ບັນຈຸ ສິນ ຄ້າ ຫຼື ຄື ກັບ ເຮືອ ບັນທຸກ ນໍ້າມັນ ທີ່ ກ່າວ ເຖິງ ກ່ອນ ຫນ້າ ນີ້ ຫຼາຍ ກວ່າ	他没有效法耶和华的通情达理反而像货运列车和超级油轮一样不能随机应变
ເຮົາ ກະຕືລືລົ້ນທີ່ ຈະ ສອນ ລູກໆ ຂອງ ເຮົາ ໃຫ້ມີ ເປົ້າຫມາຍ ສູງ ໃນ ຊີວິດ ນີ້	我们要热切地教导子女在今生中有崇高的目标
ນາງ ຈຶ່ງ ໄປ ຕາມ ເອລີເຊ ທັນທີ	她于是立刻去找以利沙
ແຕ່ຜູ້ ສອນ ສາດສະຫນາ ສອງ ຄົນ ນີ້ ມີ ສັດທາ ແລະ ເຂົາ ເຈົ້າໄດ້ ຕັ້ງ ໃຈ ທໍາ ງານ ແລະ ສະນັ້ນ ເຂົາ ເຈົ້າຈຶ່ງ ເຄາະ ປະ ຕູ ຂອງ ຊັ້ນທີ ສອງ ທຸກ ຫ້ອງ	这两位传教士有信心很愿意工作所以去敲了二楼的每一扇门
